,Name,Type,Breed,Color,Sex,Size,Animal ID,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Intake Condition,Intake Jurisdiction,PredomBreed,PredomColor,DOB,IntakeDate,IntakeAge,IntakeAgeYrs
15657,HOOCH,DOG,PIT BULL,BR BRINDLE,Male,LARGE,A316584,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BROWN,2013-02-06,2014-10-23,624 days 00:00:00.000000000,1.71
15658,,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,A343373,22,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC SH,BLUE,2015-10-10,2016-10-10,366 days 00:00:00.000000000,1.0
15659,,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,A326138,6,STRAY,COMM CAT,TRANSFER,HEALTHY,COUNTY,DOMESTIC SH,BLACK,,2015-08-19,,-1.0
15660,JUDAH,DOG,PIT BULL/MIX,BLACK/WHITE,Male,MED,A321718,6,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BLACK,2014-10-15,2015-08-30,319 days 00:00:00.000000000,0.87
15661,LUCKY,DOG,PIT BULL,BR BRINDLE/WHITE,Male,MED,A374548,37,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,PIT BULL,BROWN,,2018-07-08,,-1.0
15662,ZAK,CAT,SIAMESE/MIX,SEAL PT,Neutered,KITTN,A372074,29,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,COUNTY,SIAMESE,SEAL PT,2018-03-31,2018-05-01,31 days 00:00:00.000000000,0.08
15663,JUBEE,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,LARGE,A328949,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC LH,BLACK,2012-10-21,2015-10-21,1095 days 00:00:00.000000000,3.0
15664,WHITE FOOT,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A343154,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BROWN,2016-07-06,2016-10-04,90 days 00:00:00.000000000,0.25
15665,*BINDY,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,SMALL,A375570,41,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,PIT BULL,BLACK,2018-02-25,2018-08-24,180 days 00:00:00.000000000,0.49
15666,*HAILEY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A308627,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BROWN,2014-04-16,2014-07-01,76 days 00:00:00.000000000,0.21
15667,*ZORO,DOG,CAIRN TERRIER/MIX,YELLOW,Neutered,SMALL,A331007,22,STRAY,FIELD,TRANSFER,HEALTHY,COUNTY,CAIRN TERRIER,YELLOW,2015-01-04,2015-12-18,348 days 00:00:00.000000000,0.95
15668,HOLGA,OTHER,BARRED ROCK,BLACK/WHITE,Female,SMALL,A350975,18,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,OTHER,BLACK,,2017-04-07,,-1.0
15669,SCOUT,DOG,CAIRN TERRIER/MIX,BROWN/BLACK,Spayed,SMALL,A302644,9,TRANSFER,VET_HOSP,ADOPTION,HEALTHY,SANTA ROSA,CAIRN TERRIER,BROWN,2012-02-13,2014-02-13,731 days 00:00:00.000000000,2.0
15670,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A377186,0,STRAY,FIELD,TRANSFER,UNKNOWN,SANTA ROSA,DOMESTIC SH,BLACK,2018-09-17,2018-10-02,15 days 00:00:00.000000000,0.04
15671,,CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,A353912,3,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BROWN,2017-05-26,2017-06-10,15 days 00:00:00.000000000,0.04
15672,*MARSHA,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,A313611,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,DOMESTIC MH,BROWN,2014-08-24,2014-11-08,76 days 00:00:00.000000000,0.21
15673,PUPPY,DOG,POODLE MIN,WHITE,Spayed,SMALL,A321507,10,STRAY,FIELD,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,POODLE,WHITE,2013-11-21,2017-10-03,1412 days 00:00:00.000000000,3.87
15674,BUDDY,DOG,ROTTWEILER,BLACK/TAN,Male,LARGE,A345847,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,ROTTWEILER,BLACK,,2016-12-03,,-1.0
15675,TOBY,DOG,AMERICAN STAFF,BLUE/WHITE,Male,LARGE,A262899,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,SANTA ROSA,AMERICAN STAFF,BLUE,2011-04-13,2017-11-18,2411 days 00:00:00.000000000,6.61
15676,*MISSY,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,A315758,8,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC LH,TORTIE,2009-01-22,2015-01-14,2183 days 00:00:00.000000000,5.98
15677,MATAYUS,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,A309988,34,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,TREATABLE/MANAGEABLE,SANTA ROSA,PIT BULL,BROWN,2012-08-09,2014-08-09,730 days 00:00:00.000000000,2.0
15678,*MAGGIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A310234,24,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,2012-08-29,2014-08-16,717 days 00:00:00.000000000,1.96
15679,PHOEBE RAE,CAT,DOMESTIC LH,BLACK,Spayed,SMALL,A340068,31,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC LH,BLACK,2014-03-06,2016-07-23,870 days 00:00:00.000000000,2.38
15680,*SUZIE,DOG,CHIHUAHUA SH,BLACK,Spayed,TOY,A360449,15,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,BLACK,2017-05-06,2017-08-29,115 days 00:00:00.000000000,0.32
15681,,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A339007,2,STRAY,COMM CAT,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2016-03-28,2016-06-28,92 days 00:00:00.000000000,0.25
15682,LOBO,DOG,SIBERIAN HUSKY/AIREDALE TERR,BLACK/WHITE,Male,LARGE,A273302,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,SIBERIAN HUSKY,BLACK,2011-01-27,2014-11-17,1390 days 00:00:00.000000000,3.81
15683,DAISY,DOG,BOXER/MIX,BROWN/WHITE,Spayed,MED,A308765,192,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,COUNTY,BOXER,BROWN,2012-07-05,2014-07-05,730 days 00:00:00.000000000,2.0
15684,PANDA,DOG,SIBERIAN HUSKY/LABRADOR RETR,BROWN/WHITE,Neutered,SMALL,A358658,11,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,COUNTY,SIBERIAN HUSKY,BROWN,2017-03-11,2017-08-27,169 days 00:00:00.000000000,0.46
15685,*CHARLIE,DOG,CHIHUAHUA SH,WHITE,Neutered,SMALL,A356360,18,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,WHITE,2011-08-09,2017-08-01,2184 days 00:00:00.000000000,5.98
15686,*SPOCK,DOG,SHIH TZU/MIX,TRICOLOR,Neutered,PUPPY,A384104,83,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,SANTA ROSA,SHIH TZU,TRICOLOR,2018-12-15,2019-01-30,46 days 00:00:00.000000000,0.13
15687,*ANNIE,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A346854,22,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,DOMESTIC SH,TORTIE,2016-01-11,2016-12-30,354 days 00:00:00.000000000,0.97
15688,,DOG,IRISH SETTER/MIX,BROWN/BROWN,Female,LARGE,A314441,12,STRAY,FIELD,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,OTHER,BROWN,,2014-12-01,,-1.0
15689,AURORA,CAT,DOMESTIC SH,CALICO/WHITE,Spayed,KITTN,A308062,32,STRAY,COMM CAT,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,CALICO,2014-05-13,2014-06-17,35 days 00:00:00.000000000,0.1
15690,RAIDER RAMDO,DOG,PIT BULL,BLACK/WHITE,Male,MED,A282798,8,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BLACK,,2014-04-07,,-1.0
15691,*OLIVER,OTHER,GOAT,BROWN,Neutered,LARGE,A362707,31,STRAY,FIELD,ADOPTION,UNKNOWN,COUNTY,GOAT,BROWN,,2017-10-18,,-1.0
15692,*JOEY,DOG,PIT BULL,BR BRINDLE/WHITE,Neutered,PUPPY,A305832,9,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,PIT BULL,BROWN,2014-02-24,2014-04-24,59 days 00:00:00.000000000,0.16
15693,,CAT,DOMESTIC SH,CHOCOLATE,Spayed,KITTN,A326676,7,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,CHOCOLATE,2015-06-05,2015-09-05,92 days 00:00:00.000000000,0.25
15694,MAMA KITTY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A385908,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,COUNTY,DOMESTIC SH,BROWN,,2019-03-30,,-1.0
15695,IVY,DOG,SIBERIAN HUSKY/AUST CATTLE DOG,BLACK/BROWN,Spayed,MED,A384346,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,SIBERIAN HUSKY,BLACK,2018-05-13,2019-02-13,276 days 00:00:00.000000000,0.76
15696,NYMERIA,DOG,SALUKI/MIX,BROWN,Spayed,SMALL,A370562,15,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,OTHER,BROWN,2017-04-13,2018-04-02,354 days 00:00:00.000000000,0.97
15697,PEPE (JOEY),DOG,SHIH TZU,BLACK/WHITE,Neutered,TOY,A317633,12,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,SHIH TZU,BLACK,2005-03-17,2015-03-06,3641 days 00:00:00.000000000,9.98
15698,MAZU 321136,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A341700,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,ORANGE,2015-03-30,2015-07-28,120 days 00:00:00.000000000,0.33
15699,LAYLA,DOG,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,A322298,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,COUNTY,BULLDOG,BROWN,2013-05-21,2016-03-07,1021 days 00:00:00.000000000,2.8
15700,,CAT,DOMESTIC LH,BRN TABBY,Unknown,SMALL,A367686,6,STRAY,COMM CAT,TRANSFER,UNKNOWN,SANTA ROSA,DOMESTIC LH,BROWN,,2018-01-24,,-1.0
15701,,OTHER,RABBIT SH,PINK,Unknown,SMALL,A353611,1,STRAY,BORN_HERE,TRANSFER,TREATABLE/REHAB,SANTA ROSA,RABBIT,OTHER,2017-06-07,2017-06-07,0 days 00:00:00.000000000,0.0
15702,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A371222,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,,2018-04-26,,0.5
15703,CHLOE,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,TOY,A337933,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2010-12-03,2016-06-03,2009 days 00:00:00.000000000,5.5
15704,TOFU,DOG,CAIRN TERRIER/MIX,GRAY/BROWN,Neutered,SMALL,A316923,9,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,CAIRN TERRIER,GRAY,2014-02-19,2015-02-19,365 days 00:00:00.000000000,1.0
15705,STARBUCK,DOG,LABRADOR RETR/MIX,BLACK,Spayed,LARGE,A282394,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,LABRADOR RETR,BLACK,2009-09-19,2017-01-23,2683 days 00:00:00.000000000,7.35
15706,,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A330553,9,STRAY,COMM CAT,TRANSFER,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2015-09-08,2015-12-08,91 days 00:00:00.000000000,0.25
15707,EDGAR,DOG,WELSH CORGI CAR/MIX,TRICOLOR,Neutered,SMALL,A369436,14,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,SANTA ROSA,OTHER,TRICOLOR,2015-05-25,2018-09-29,1223 days 00:00:00.000000000,3.35
15708,SARA KNOSE,DOG,PARSON RUSS TER/BORDER COLLIE,TAN,Spayed,MED,A305607,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,PARSON RUSS TER,TAN,2010-04-19,2014-04-19,1461 days 00:00:00.000000000,4.0
15709,HOOK,DOG,BRITTANY,WHITE/BROWN,Female,MED,A338146,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,WHITE,2012-06-09,2016-06-09,1461 days 00:00:00.000000000,4.0
15710,LOLA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,MED,A351204,22,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,GERM SHEPHERD,BLACK,2016-08-17,2017-04-17,243 days 00:00:00.000000000,0.67
15711,BEAUREGARD,DOG,AMER BULLDOG,WHITE,Neutered,X-LRG,A255476,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,BULLDOG,WHITE,2009-12-10,2015-11-12,2163 days 00:00:00.000000000,5.93
15712,ZOEY,DOG,BORDER COLLIE/MIX,BROWN/WHITE,Female,MED,A307101,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,BORDER COLLIE,BROWN,,2014-05-22,,-1.0
15713,,DOG,QUEENSLAND HEEL/MIX,RED MERLE/WHITE,Male,PUPPY,A381324,1,STRAY,VET_HOSP,TRANSFER,HEALTHY,COUNTY,OTHER,RED,2018-10-03,2018-12-03,61 days 00:00:00.000000000,0.17
15714,,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A325002,4,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,TORTIE,,2015-08-08,,0.5
15715,FOZZY/PUIPUI,DOG,LABRADOR RETR/MIX,CHOCOLATE/WHITE,Male,MED,A316829,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,TREATABLE/MANAGEABLE,COUNTY,LABRADOR RETR,CHOCOLATE,2011-05-22,2015-02-18,1368 days 00:00:00.000000000,3.75
15716,*PHOEBE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A313120,61,TRANSFER,VET_HOSP,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BROWN,2011-11-03,2014-10-27,1089 days 00:00:00.000000000,2.98
15717,KUMBA,DOG,PARSON RUSS TER/PAPILLON,WHITE/BLACK,Neutered,MED,A330707,10,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,PARSON RUSS TER,WHITE,2015-02-21,2015-12-12,294 days 00:00:00.000000000,0.81
15718,GUERITA,DOG,CHIHUAHUA SH,WHITE,Female,SMALL,A213802,5,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,CHIHUAHUA,WHITE,2006-03-25,2017-03-25,4018 days 00:00:00.000000000,11.01
15719,*THELMA,DOG,CHIHUAHUA SH,WHITE,Spayed,TOY,A315773,10,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,CHIHUAHUA,WHITE,2013-01-24,2015-01-14,720 days 00:00:00.000000000,1.97
15720,NALA,DOG,GERM SHEPHERD,BLACK/BLACK,Female,LARGE,A322418,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,GERM SHEPHERD,BLACK,2013-07-02,2016-02-05,948 days 00:00:00.000000000,2.6
15721,JINX,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A333893,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BLACK,2015-01-11,2016-03-08,422 days 00:00:00.000000000,1.16
15722,HILO,DOG,YORKSHIRE TERR/MIX,TAN/BLACK,Neutered,TOY,A216615,1,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,YORKSHIRE TERR,TAN,,2019-04-15,,-1.0
15723,RODNEY,DOG,PAPILLON/MIX,TRICOLOR,Neutered,SMALL,A329892,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,TRICOLOR,2009-10-31,2015-11-28,2219 days 00:00:00.000000000,6.08
15724,SARAH,DOG,FOX TERR WIRE/MIX,WHITE/TAN,Spayed,SMALL,A314259,12,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,FOX TERRIER,WHITE,2012-12-04,2015-12-05,1096 days 00:00:00.000000000,3.0
15725,*SLEEPY,OTHER,LOP-HOLLAND,WHITE/BROWN,Spayed,SMALL,A328059,41,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,LOP,WHITE,2014-10-08,2015-10-08,365 days 00:00:00.000000000,1.0
15726,*GIDGIT,DOG,CHIHUAHUA SH,BROWN/WHITE,Spayed,TOY,A332207,93,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,SANTA ROSA,CHIHUAHUA,BROWN,2008-01-28,2016-01-19,2913 days 00:00:00.000000000,7.98
15727,,OTHER,RAT,PINK,Unknown,SMALL,A371180,4,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,RAT,OTHER,,2018-04-24,,-1.0
15728,REBEL,DOG,CHIHUAHUA SH,TAN/WHITE,Spayed,SMALL,A312957,14,STRAY,PRIV_SHELT,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2012-10-28,2014-10-21,723 days 00:00:00.000000000,1.98
15729,*SMOKEY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,A317566,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,GRAY,2014-08-05,2015-03-05,212 days 00:00:00.000000000,0.58
15730,MAMBA,DOG,PIT BULL,BROWN/WHITE,Spayed,MED,A313896,2,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,BROWN,2014-05-10,2017-07-18,1165 days 00:00:00.000000000,3.19
15731,NALA,DOG,PARSON RUSS TER/COCKER SPAN,BL BRINDLE/WHITE,Spayed,SMALL,A308275,6,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PARSON RUSS TER,BLACK,2014-04-24,2016-11-10,931 days 00:00:00.000000000,2.55
15732,,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A311401,10,STRAY,COMM CAT,TRANSFER,HEALTHY,COUNTY,DOMESTIC SH,BLACK,,2014-09-09,,-1.0
15733,,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,A357311,5,STRAY,COMM CAT,RETURN TO OWNER,UNKNOWN,COUNTY,DOMESTIC SH,GRAY,,2017-08-18,,0.5
15734,DALTON,DOG,WELSH CORGI PEM/MIX,TAN,Male,SMALL,A384723,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,SANTA ROSA,OTHER,TAN,2014-03-09,2019-03-05,1822 days 00:00:00.000000000,4.99
15735,HENRY,DOG,WELSH CORGI PEM,BROWN/WHITE,Neutered,MED,A310824,8,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,BROWN,2006-08-28,2014-08-28,2922 days 00:00:00.000000000,8.01
15736,HEMINGWAY,CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,SMALL,A357346,21,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC LH,BROWN,2011-09-01,2017-08-19,2179 days 00:00:00.000000000,5.97
15737,MILLE,DOG,LABRADOR RETR/MIX,BROWN/WHITE,Spayed,MED,A356607,9,STRAY,PRIV_SHELT,ADOPTION,HEALTHY,SANTA ROSA,LABRADOR RETR,BROWN,2017-04-08,2017-08-08,122 days 00:00:00.000000000,0.33
15738,*MURRAY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A337583,80,CONFISCATE,FLD_ARREST,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,ORANGE,2016-05-25,2016-05-25,0 days 00:00:00.000000000,0.0
15739,MARLEY,DOG,CHIHUAHUA SH,BROWN/TAN,Spayed,SMALL,A339065,7,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,CHIHUAHUA,BROWN,2008-07-06,2016-06-29,2915 days 00:00:00.000000000,7.99
15740,GABIOTA,DOG,GERM SHEPHERD,WHITE,Female,MED,A343311,0,STRAY,FIELD,RETURN TO OWNER,TREATABLE/REHAB,COUNTY,GERM SHEPHERD,WHITE,2014-10-08,2016-10-08,731 days 00:00:00.000000000,2.0
15741,MEEKA,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,LARGE,A279356,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,SIBERIAN HUSKY,BLACK,2011-09-12,2014-02-04,876 days 00:00:00.000000000,2.4
15742,ACE,DOG,BEAGLE/MIX,TRICOLOR,Neutered,SMALL,A295449,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,BEAGLE,TRICOLOR,2009-02-22,2016-01-09,2512 days 00:00:00.000000000,6.88
15743,HOSS,DOG,AUST KELPIE,BLACK/TAN,Male,MED,A317276,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,COUNTY,AUST KELPIE,BLACK,,2015-02-27,,-1.0
15744,ALICE,DOG,MASTIFF,SILVER,Female,X-LRG,A366574,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,MASTIFF,OTHER,2014-04-18,2018-07-07,1541 days 00:00:00.000000000,4.22
15745,J.J.,DOG,CAIRN TERRIER/PUG,TAN,Neutered,SMALL,A293756,13,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,CAIRN TERRIER,TAN,2010-09-01,2015-10-15,1870 days 00:00:00.000000000,5.12
15746,BLUE,DOG,CATAHOULA,BRN MERLE/WHITE,Neutered,LARGE,A297413,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,COUNTY,CATAHOULA,BROWN,2012-10-15,2014-03-03,504 days 00:00:00.000000000,1.38
15747,,OTHER,GOAT,TAN/WHITE,Unknown,LARGE,A362437,14,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,GOAT,TAN,,2017-10-10,,-1.0
15748,,DOG,DACHSHUND,BROWN,Male,SMALL,A375963,10,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,DACHSHUND,BROWN,,2018-09-11,,-1.0
15749,APOLO,DOG,ALASKAN HUSKY/MIX,WHITE/GRAY,Male,MED,A384861,3,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,COUNTY,ALASKAN HUSKY,WHITE,,2019-03-09,,-1.0
15750,COPPER,DOG,COCKER SPAN/MIX,BROWN,Male,SMALL,A316472,1,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,COCKER SPAN,BROWN,,2015-02-04,,-1.0
15751,*DAPHNE,CAT,DOMESTIC MH,GRAY,Spayed,SMALL,A341322,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC MH,GRAY,2016-05-15,2016-08-24,101 days 00:00:00.000000000,0.28
15752,CLOVER,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,MED,A380796,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,GERM SHEPHERD,TAN,2016-05-24,2018-11-24,914 days 00:00:00.000000000,2.5
15753,BUGSY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A308747,44,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2014-04-03,2014-07-03,91 days 00:00:00.000000000,0.25
15754,NALLA,DOG,SIBERIAN HUSKY/MIX,WHITE/BLACK,Female,MED,A384230,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,WINDSOR,SIBERIAN HUSKY,WHITE,,2019-02-06,,-1.0
15755,PENNY,DOG,CHIHUAHUA SH,WHITE/BROWN,Spayed,SMALL,A321219,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,CHIHUAHUA,WHITE,,2015-05-01,,-1.0
15756,,OTHER,COCKATIEL,YELLOW,Female,SMALL,A329463,8,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,COCKATIEL,YELLOW,,2015-11-04,,-1.0
15757,BAILEY,DOG,LHASA APSO,CREAM,Neutered,SMALL,A351107,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,UNKNOWN,COUNTY,OTHER,CREAM,2005-04-13,2018-10-10,4928 days 00:00:00.000000000,13.5
15758,SUPERMAN,DOG,PIT BULL,BLACK,Male,MED,A355890,39,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,PIT BULL,BLACK,2016-02-08,2017-07-21,529 days 00:00:00.000000000,1.45
15759,ECHO,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A355782,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,DOMESTIC SH,BROWN,2017-05-10,2017-07-19,70 days 00:00:00.000000000,0.19
15760,CHICA,DOG,PIT BULL,BR BRINDLE/BLUE,Female,MED,A366612,22,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,COUNTY,PIT BULL,BROWN,2015-01-03,2018-11-29,1426 days 00:00:00.000000000,3.91
15761,BAMBINO,DOG,PIT BULL,FAWN,Male,LARGE,A285844,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,FAWN,2011-06-17,2018-06-23,2563 days 00:00:00.000000000,7.02
15762,IVY,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Female,MED,A321717,19,CONFISCATE,FLD_EVICT,EUTHANIZE,UNTREATABLE,SANTA ROSA,PIT BULL,BROWN,,2016-04-22,,-1.0
15763,BETSIE,DOG,PUG/MIX,BL BRINDLE,Spayed,TOY,A348418,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,PUG,BLACK,2007-02-15,2017-02-14,3652 days 00:00:00.000000000,10.01
15764,NAVI,DOG,PIT BULL,GRAY,Spayed,LARGE,A316847,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,WINDSOR,PIT BULL,GRAY,2013-02-18,2016-08-28,1287 days 00:00:00.000000000,3.53
