Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
WILLIAM,DOG,SCOT TERRIER,BLACK,Male,SMALL,08/05/2016,K17-024719,DS69,A356527,08/05/2017,08/05/2017,0,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1,11139
,DOG,PIT BULL/MIX,WHITE,Unknown,PUPPY,04/28/2018,K18-028045,DS58,A371269,04/28/2018,05/31/2018,33,STRAY,BORN_HERE,TRANSFER,WAGSWHISK,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95973,"95973(39.818951, -121.871582)",1,927
JASPER,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,08/13/2005,K17-022392,CA02,A347875,01/31/2017,02/10/2017,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*CHEWY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/11/2017,K17-024023,LOBBY,A354170,06/21/2017,07/11/2017,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
WINTER,DOG,SIBERIAN HUSKY,WHITE,Spayed,LARGE,01/01/2004,K14-012089,DS61,A019062,12/16/2014,12/16/2014,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
*FRED,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,LARGE,08/31/2014,K15-015871,DA34,A324948,09/09/2015,09/17/2015,8,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,*PETALUMA,OUT OF COUNTY,94947,"94947(38.098743, -122.592459)",1,1841
FLACO,DOG,GERM SH POINT,WHITE/BROWN,Neutered,LARGE,,K17-024562,DS55,A355962,07/26/2017,07/26/2017,0,STRAY,PRIV_SHELT,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
MACE,DOG,MASTIFF,TAN/BLACK,Neutered,LARGE,12/27/2015,K17-022475,DA23,A348041,02/07/2017,02/08/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
*MOXIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,05/01/2017,K17-023698,LOBBY,A353422,05/31/2017,08/01/2017,62,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
HONEY BEAR,CAT,DOMESTIC MH,ORG TABBY,Neutered,SMALL,07/27/2014,K15-012951,CS06,A317240,02/27/2015,03/03/2015,4,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95442,"95442(38.371317, -122.520506)",1,23751
AUGGIE,DOG,PIT BULL,BL BRINDLE,Neutered,LARGE,03/29/2009,K19-031817,DA21,A385891,03/29/2019,03/30/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*TEDDY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,07/18/2009,K14-009857,CS04,A309169,07/18/2014,08/21/2014,34,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*JEMIMA,DOG,PIT BULL/MIX,GRAY,Spayed,MED,02/11/2007,K14-011029,LOBBY,A302622,09/28/2014,01/31/2015,125,ADOPTION RETURN,FIELD,ADOPTION,REFERRAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*MISSY,DOG,QUEENSLAND HEEL/SIBERIAN HUSKY,WHITE/BLACK,Spayed,MED,04/04/2015,K17-025218,DS84,A349983,09/06/2017,09/26/2017,20,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,IDAHO HS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,83705,"83705(43.579675, -116.224114)",1,26251
HEDWIG,CAT,DOMESTIC MH,WHITE,Spayed,SMALL,09/05/2009,K16-018084,CS04,A282300,03/15/2016,03/19/2016,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
*WASABI,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/07/2017,K17-023450,LOBBY,A352598,05/11/2017,06/13/2017,33,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
SCOUT,DOG,REDBONE HOUND,RED,Male,LARGE,01/01/2011,K16-022047,DS63,A264679,12/29/2016,12/29/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
PENELOPE,DOG,PARSON RUSS TER/MIX,WHITE/BROWN,Spayed,SMALL,05/06/2014,K17-023377,DS68,A352298,05/05/2017,05/06/2017,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
SCAMPI,DOG,DACHSHUND/MIX,BLACK/TAN,Neutered,SMALL,10/14/2015,K16-021086,DA02,A343295,10/08/2016,12/13/2016,66,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
OSITO,DOG,CHIHUAHUA LH/MIX,BROWN,Male,SMALL,04/29/2013,K16-021361,DS58,A344450,10/28/2016,10/29/2016,1,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*SQUISHY,DOG,ENG BULLDOG/FRENCH BULLDOG,WHITE/BLACK,Spayed,MED,04/11/2011,K15-016214,DA35,A327857,10/01/2015,10/28/2015,27,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95454,"95454(39.749972, -123.494392)",1,31022
CANDY,DOG,LABRADOR RETR/MIX,YELLOW,Spayed,LARGE,03/08/2008,K16-018266,DS76,A260362,03/30/2016,03/31/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
BETA,DOG,GERM SHEPHERD/MIX,BROWN,Male,LARGE,12/31/2012,K13-007213,DQ118,A301072,12/31/2013,01/09/2014,9,QUARANTINE,OVER THE COUNTER_RETURN TO OWNER,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
WHISKEY,DOG,CAIRN TERRIER/MIX,CREAM/GRAY,Male,SMALL,10/05/2013,K18-030125,DQ111,A377410,10/05/2018,10/24/2018,19,QUARANTINE,FIELD_OS,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
*LUKE,DOG,PARSON RUSS TER/CHIHUAHUA SH,TAN/WHITE,Neutered,PUPPY,05/10/2018,K18-029350,DA04,A375149,08/03/2018,08/10/2018,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
SWISHER,DOG,PIT BULL/LABRADOR RETR,BROWN/WHITE,Neutered,MED,09/26/2014,K15-016226,DI098,A314961,10/01/2015,10/21/2015,20,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
BOY,DOG,PIT BULL,TAN/WHITE,Male,LARGE,02/02/2010,K14-010847,DS74,A311694,09/18/2014,09/19/2014,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94561,"94561(37.996731, -121.694828)",1,883
LOKI,DOG,CHIHUAHUA LH/DACHSHUND,BROWN/WHITE,Neutered,SMALL,,K14-007260,DS80,A301205,01/04/2014,01/04/2014,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*HERCULES,DOG,PIT BULL/MIX,TAN,Male,MED,,K15-017198,DI100,A331272,12/21/2015,12/29/2015,8,STRAY,FIELD,TRANSFER,WINE CNTRY,TREATABLE/REHAB,UNTREATABLE,COUNTY,OUT OF COUNTY,94515,"94515(38.596259, -122.603413)",1,574
*SETH,CAT,DOMESTIC SH,BRN TABBY/GRAY,Neutered,KITTN,04/20/2014,K14-010099,LOBBY,A309709,08/04/2014,10/10/2014,67,TRANSFER,VET_HOSP,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
CP,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,05/04/2017,K17-024418,LOBBY,A355638,07/15/2017,07/18/2017,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95422,"95422(38.962754, -122.634743)",1,23499
COOPER,DOG,GREAT DANE/MIX,BR BRINDLE/WHITE,Neutered,LARGE,09/17/2016,K17-022095,DA03,A345466,01/03/2017,01/06/2017,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,OTHER,CHICKEN,RED,Female,SMALL,,K17-026746,LS03,A365675,12/20/2017,01/19/2018,30,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
*LACEY,CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,08/01/2016,K16-020791,CS04,A342436,09/17/2016,11/01/2016,45,STRAY,COMM CAT,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
KOLA,DOG,PIT BULL/MIX,BR BRINDLE,Female,MED,09/15/2016,K19-031848,DS88,A356407,04/03/2019,04/03/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,,K16-018897,CI02,A337153,05/18/2016,06/02/2016,15,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95450,"95450(38.493009, -123.187703)",1,31018
LOTUS,CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,07/01/2016,K16-020448,CS04,A341583,08/24/2016,09/16/2016,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
DAISY,DOG,SHIH TZU,GRAY,Spayed,TOY,,K16-020575,DS53,A368616,09/01/2016,09/02/2016,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
FRED,OTHER,GUINEA PIG,WHITE/TAN,Male,SMALL,,K18-030217,CA01,A377577,10/13/2018,11/09/2018,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95442,"95442(38.371317, -122.520506)",1,23751
MILO,CAT,SIAMESE,SEAL PT,Neutered,SMALL,02/26/2007,K17-023794,CA02,A211385,06/06/2017,06/20/2017,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
LICORICE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/03/2005,K17-023005,CA02,A350437,04/03/2017,05/25/2017,52,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
CASHMIRE,DOG,POMERANIAN/ITAL GREYHOUND,WHITE/BROWN,Neutered,PUPPY,08/22/2015,K15-016529,DA48,A329122,10/23/2015,11/07/2015,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
KING,DOG,ROTTWEILER,BLACK/TAN,Male,LARGE,11/18/2014,K16-017824,TRUCK,A333141,02/17/2016,02/18/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,SIAMESE/MIX,BLUE PT,Male,KITTN,06/28/2016,K16-019773,TRUCK,A339531,07/13/2016,07/13/2016,0,STRAY,FIELD,TRANSFER,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
*DUALLY,DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,10/07/2012,K15-016288,DA10,A328026,10/07/2015,04/21/2016,197,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
DASH,DOG,PARSON RUSS TER,WHITE/BLACK,Neutered,SMALL,11/09/2008,K18-030576,DS58,A379598,11/08/2018,11/09/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,CALICO,Female,SMALL,,K16-021123,CS06,A343391,10/11/2016,10/18/2016,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*TOM,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,07/22/2017,K17-026052,LOBBY,A363701,10/26/2017,11/08/2017,13,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
TIGRE,DOG,GERM SHEPHERD,TRICOLOR,Male,MED,09/25/2015,K18-027094,TRUCK,A343662,01/26/2018,01/26/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
MONGO,DOG,RAT TERRIER/MIX,TRICOLOR,Neutered,PUPPY,04/19/2014,K15-012366,DA30,A309238,01/08/2015,01/17/2015,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
ZEUS,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,01/30/2015,K17-022241,DS80,A324009,01/14/2017,01/14/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MINNIE,DOG,SHIH TZU,BLACK/WHITE,Female,TOY,02/08/2006,K17-022480,DA09,A348057,02/07/2017,02/08/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
DRACO,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,03/09/2013,K18-030921,TRUCK,A369160,12/15/2018,12/15/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
SASCHA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,07/08/2017,K18-030855,RECEIVING,A381783,12/08/2018,12/08/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
MAX,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,04/30/2015,K16-019413,CS05,A336500,06/24/2016,07/26/2016,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*CANDY,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Spayed,SMALL,02/10/2012,K14-007594,TX,A302325,02/03/2014,02/11/2014,8,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95482,"95482(39.150868, -123.215335)",1,31041
,OTHER,CHICKEN,TRICOLOR,Male,SMALL,,K14-008220,LS01,A304752,03/29/2014,04/16/2014,18,STRAY,FIELD,TRANSFER,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*BABE,DOG,GERM SHEPHERD/MIX,FAWN,Spayed,LARGE,08/15/2017,K18-029935,DA38,A375407,09/20/2018,09/21/2018,1,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,*ROHNERT PARK,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,DOG,CAVALIER SPAN,WHITE/TAN,Unknown,SMALL,,K14-010613,EUTH,A311164,09/04/2014,09/04/2014,0,OWNER SURRENDER,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,WINDSOR,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
ELLA,DOG,LABRADOR RETR/GERM SHEPHERD,WHITE/CREAM,Female,SMALL,,K18-028990,DS93,A374519,07/07/2018,07/13/2018,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
STOUT,DOG,GERM SHEPHERD/MIX,BLACK,Spayed,MED,,K18-030832,DS53,A381704,12/06/2018,12/06/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
BENTLY,DOG,BELG MALINOIS,BROWN/BLACK,Male,MED,09/03/2010,K14-010556,DQ118,A310931,08/30/2014,09/12/2014,13,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,30141,"30141(33.866271, -84.770776)",1,23483
*MATILDA,CAT,DOMESTIC SH,TORTIE/WHITE,Spayed,KITTN,07/05/2018,K18-029471,LOBBY,A375363,08/14/2018,09/08/2018,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1,31039
FOXY,DOG,CHIHUAHUA SH,BUFF,Spayed,SMALL,03/23/2009,K17-022867,TRUCK,A318424,03/22/2017,03/22/2017,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
BROTHER,DOG,PUG,FAWN/BLACK,Neutered,TOY,03/29/2009,K17-022532,DS53,A268788,02/14/2017,03/03/2017,17,STRAY,FIELD,TRANSFER,PUGRES SAC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94524,"94524(37.979103, -122.031333)",1,579
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K18-027887,RECEIVING,A370946,04/18/2018,04/18/2018,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
MAX,DOG,BORDER COLLIE,BLACK,Male,MED,10/18/2008,K14-011334,DS91,A312870,10/18/2014,10/18/2014,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
EMMY LOU,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,05/04/2006,K17-023306,DA02,A352167,04/29/2017,07/05/2017,67,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
ROLOW,DOG,BOSTON TERRIER,BR BRINDLE,Neutered,SMALL,08/04/2008,K17-024682,DS76,A356424,08/02/2017,08/04/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
MILO,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,07/29/2016,K16-020686,CS04,A342079,09/08/2016,10/04/2016,26,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
MOLLY,DOG,PIT BULL,BLUE,Female,MED,,K18-029448,DQ116,A375312,08/12/2018,08/22/2018,10,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
SOKO,DOG,CHOW CHOW/LABRADOR RETR,BLACK,Neutered,LARGE,04/02/2002,K16-018317,DS70,A335151,04/02/2016,04/02/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
KAI,CAT,DOMESTIC MH,BLACK,Neutered,MED,,K15-013235,CS06,A318259,03/19/2015,03/24/2015,5,STRAY,COMM CAT,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*SUGAR,DOG,AUST CATTLE DOG,TRICOLOR,Female,MED,08/31/2010,K18-029544,DA27,A375483,08/21/2018,09/17/2018,27,STRAY,FIELD,TRANSFER,MUTTVILLE,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
SAM,CAT,HIMALAYAN,FLAME PT,Neutered,SMALL,05/01/2001,K14-011230,TX,A312694,10/13/2014,10/16/2014,3,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
MIKE,CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,08/11/2015,K15-016087,LOBBY,A327289,09/22/2015,11/07/2015,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
*GEORGE,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,12/06/2012,K14-011988,DA41,A314699,12/06/2014,05/24/2015,169,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
,DOG,GREAT PYRENEES,WHITE,Male,X-LRG,01/20/2014,K16-017510,TRUCK,A332230,01/20/2016,01/20/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94954,"94954(38.245316, -122.59871)",1,11139
KAIKA,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/30/2013,K14-010047,CS04,A309550,07/30/2014,08/15/2014,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*JERRY,DOG,GERM SHEPHERD,BLACK/BROWN,Neutered,PUPPY,08/21/2015,K15-017126,DA17,A330696,12/11/2015,12/23/2015,12,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,OTHER,COCKATIEL,YELLOW,Female,SMALL,02/08/2014,K14-008767,LOBBY,A306348,05/08/2014,05/16/2014,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
STRETCH,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,02/02/2017,K18-027075,CA02,A367697,01/24/2018,02/03/2018,10,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.236012, -122.730241)",1,11138
*KENNY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/26/2016,K16-020019,CS04,A340215,07/29/2016,10/18/2016,81,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1,31016
